"ID","Event","Type","Year","Date","Speaker","Affiliation","Title","Slides","Video","Abstract"
"rinpharma_103","2019 Conference","Talk","2019","2019-08-22","Pavan Vaddady","Merck","ModViz POP: R-Shiny Based PK/PD Interface for Empowering Teams to Perform Real-Time Simulations","","","Objectives Demonstrate an interactive and dynamic visualization tool, ModViz POP, for simulating ordinary differential equations based PK/PD models with variability. Methods ModViz POP has an in built PKPD ODE library of models based on the compartmental nomenclature for simulating standard IV bolus, infusion and first order absorption scenarios. It also gives the user the ability to plug in a model from local directory to quickly simulate a model of interest. Users can also simulate from a project library which serves as a repository of final PK/PD models developed by individual project teams. Beyond the PK/PD models, it can handle complex QSP models and PBPK models equally well. Enhanced R packages, HTML/CSS, LATEX in combination with Shiny were used and provided an elegant and powerful programming framework for turning models into a web application with dynamic visualization and automated report writing. The user interface consists of several key inputs for performing the simulations. A tabbed navigation allows the user to visualize the plots, input parameters, derived values and equations. It provides the ability to download the underlying model, plots, simulated data or a comprehensive report consisting of all the key inputs and outputs of the simulations. The Help button provides a link to documentation with detailed instructions on different components of the interface. The interface also includes advanced features where users can overlay external data on over simulated data, set a certain simulation scenario as a reference or carry out sensitivity analysis based simulations. Conclusions This easy to use interface can serve as a valuable tool for teams to explore and evaluate potential scenarios and thus facilitate collaborative decision making in the drug discovery and development paradigm. References Kyle T. Baron et. al. mrgsolve Simulate from ODE-Based Population PK/PD and Systems Pharmacology Models. 2017"
"rinpharma_105","2019 Conference","Talk","2019","2019-08-22","Becca Krouse","Rho","Building Open Source Tools for Safety Monitoring: Advancing Research Through Community Collaboration","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Krouse-Building_Open_Source_Tools_for_Safety_Monitoring.pptx","","The Interactive Safety Graphics (ISG) workstream of the ASA-DIA Biopharm Safety Working Group is excited to introduce the safetyGraphics package an interactive framework for evaluating clinical trial safety in R using a flexible data pipeline. Our group seeks to modernize clinical trial safety monitoring by building tools for data exploration and reporting in a highly collaborative open source environment. At present, our team includes clinical and technical representatives from the pharmaceutical industry, academia, and the FDA, and additional contributors are always welcome. The current release of the safetyGraphics R package includes graphics related to drug-induced liver injury. The R package is paired with an in-depth clinical workflow for monitoring liver function created by expert clinicians based on medical literature. safetyGraphics features interactive visualizations built using htmlwidgets, a Shiny application, and the ability to export a fully reproducible instance of the charts with associated source code. To ensure quality and accuracy, the package includes more than 300 unit tests, and it has been vetted through a beta testing process that included feedback from more than 20 clinicians and analysts. The Shiny application can easily be extended to include new charts or applied to other disease areas due to its modular design and generalized charting framework. Several companies have adapted the tool for their own use, leading to interesting discussions and paving the way for enhancements, which demonstrates the power of open source and community collaboration."
"rinpharma_106","2019 Conference","Talk","2019","2019-08-22","Marcus Adams","Merck","Its Not Whats on the Outside, but Its Whats on the Back-end That Matters: The World Beyond CSV Files","","","Start browsing through R tutorials online and it won't take long to stumble across a read.csv statement. CSV files serve well for detached, static analyses. They tend fail, however, when tasked with storing large, dynamic data sets being accessed interactively by globally dispersed, concurrent users. Often the go to in this situation is a traditional relational database management system such as Oracle or MySQL, but there are other options! This talk will review the various back-ends, along with potential considerations, Merck's Digital Proactive Process Analytics group has implemented to support various Shiny applications, dashboards, and automated data analysis pipelines."
"rinpharma_107","2019 Conference","Talk","2019","2019-08-22","Juliane Manitz","EDM Serono","Improve installation sequences for R package cohorts","","","The installation of a cohort of R packages can constitute a challenge; especially considering different dependency types, package versions, overlapping namespaces and varying risks assigned to each of the packages. At the same time, the number of R packages to be installed grows exponentially with each new package added. Their complex dependencies may create conflicts. In this context, the R admin is often confronted with a cohort of packages without knowing the package of interest. We use statistical analysis techniques from the field of complex network analysis in order to shed light into the non-trivial dependency structures of package cohorts. Furthermore, we simplify the network graph to find improved installation sequences for a pre-selected cohorts of R packages. We reduce large package cohorts to a sufficient shortlist of packages, whose installation automatically pulls in other packages via dependencies without causing conflicts. The build time of a library may be greatly reduced. As a byproduct, we generate a graph of the build on the exact dependency tree and actual versions used for auditing and change control in the regulated workflows. This strategy also allows for the identification of high-risk packages and their importance in the dependency tree."
"rinpharma_108","2019 Conference","Talk","2019","2019-08-22","Jessica Myers Franklin","Harvard University","Evaluating the performance of advanced causal inference methods applied to healthcare claims data","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Franklin-Advanced_Causal_Inference_Methods_Applied_to_Healthcare_Claims_Data.pptx","","Cohort studies of treatments developed from healthcare claims often have hundreds of thousands of patients and up to several thousand measured covariates. Therefore, new causal inference methods that combine ideas from machine learning and causal inference may improve analysis of these studies by taking advantage of the wealth of information measured in claims. In order to evaluate the performance of these methods as applied to claims-based studies, we use a combination of real data examples and plasmode simulation, implemented in R package 'plasmode', which creates realistic simulated datasets based on a real cohort study. In this talk, I will give an overview of our progress so far and what is left to be done."
"rinpharma_109","2019 Conference","Talk","2019","2019-08-22","Leon Eyrich Jessen","Technical University of Denmark","Tidysq for Working with Biological Sequence Data in ML Driven Epitope Prediction in Cancer Immunotherapy","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Jessen-Tidysq_Cancer_Immunotherapy.html","","We are amidst a data revolution. Just the past 5 years, the cost of sequencing a human genome has gone down approximately 10-fold. This development moves equally fast within areas such as mass spectrometry, in vitro immuno-peptide screening a.o. This facilitates the search for bio-markers, biologics, therapeutics, etc. but also redefines the requirements for storing, accessing and working with data and the skillset of bio data scientists. In this talk I will present tidysq, an R-package aiming at extending the Tidyverse framework to include (tidy) bio-data-science / bioinformatics. Tidysq will be presented in context with current status in ML driven (neo)epitope prediction within cancer immunotherapy."
"rinpharma_111","2019 Conference","Keynote","2019","2019-08-22","Max Kuhn","RStudio","This one is not like the others: Applicability Domain methods in R","https://github.com/topepo/R-Pharma-2019","","Even though a model prediction can be made, there are times when it should taken with some skepticism. For example, if a new data point is substantially different from the training set, its predicted value may be suspect. In chemistry, it is not uncommon to create an ""applicability domain"" model that measures the amount of potential extrapolation from the training set. The applicable package will be used to demonstrate different method to measure how much a new data point is an extrapolation from the original data (if at all)."
"rinpharma_112","2019 Conference","Talk","2019","2019-08-22","Jason Stevens","Bristol Myers Squibb","Accelerating Chemistry Research through the Integration of Data Science with High-Throughput Experimentation","","","The development of a streamlined data-aggregation methodology utilizing the statistical programming language R is described. The centralization of high-throughput experimentation data enabled the use of statistics and data exploration methods within R to accelerate the identification and optimization of chemical reactions."
"rinpharma_113","2019 Conference","Talk","2019","2019-08-22","Carson Sievert","RStudio","Reproducible shiny apps with shinymeta","https://talks.cpsievert.me/20190823/","","Shiny makes it easy to take domain logic from an existing R script and wrap some reactive logic around it to produce an interactive webpage where others can quickly explore different variables, parameter values, models/algorithms, etc. Although the interactivity is great for many reasons, once an interesting result is found, it's more difficult to prove the correctness of the result since (1) the result can only be (easily) reproduced via the Shiny app and (2) the relevant domain logic which produced the result is obscured by Shiny's reactive logic. The R package shinymeta provides tools for capturing and exporting domain logic for execution outside of a Shiny runtime (so that others can reproduce Shiny-based result(s) from a new R session)."
"rinpharma_114","2019 Conference","Talk","2019","2019-08-22","Gordon Turner","Novartis","Shiny apps for accelerating early drug discovery research","","","Scientists in drug discovery research utilize a wide variety of instrumentation and techniques to advance their research. While instrumentation vendors often provide software tools to deal with data wrangling and visualization, a simple collection of isolated tools often fails to address the scale and overall scope of the data analysis encountered in discovery research. This can lead to lost productivity as scientists work to process, collate and summarize their work across various informatics systems. Shiny has seen increasing use in Pharma clinical research. On the other hand, Shiny apps are also transforming discovery research by putting powerful data wrangling, visualization and reporting tools into the hands of bench scientists. To solve the aforementioned problems in drug discovery research, we developed a suite of tools using Shiny to automate data wrangling, integration, visualization and reporting. Examples will be presented in areas such as automated signal processing and batch analysis of electrocardiogram data, collection and visualization of biomarker and physiology measurements from pharmacology studies, and access to a high performance computation cluster for non-experts. These Shiny tools and have shown value by increasing productivity and accelerating scientific research."
"rinpharma_116","2019 Conference","Talk","2019","2019-08-22","Marianna Grinberg","Merck","Using R to foster the communication with non-statisticians on Bayesian dose escalation models","","","Bayesian model-based dose-escalation designs, including one and two parameter logistic regression models, have meanwhile proven themselves in Phase I dose-escalation trials (Iasonos and O'Quigley, 2014 [1]). Compared to rule/algorithm-based designs such as the 3+3 design, model-based designs have the advantage of being more flexible in choosing the target toxicity rate and cohort size. Bayesian modeling allows to combine prior knowledge of the drug (e.g. from animal tox studies, data from comparator drugs or data from other studies) with the observed data from the current trial. The model-based approach accounts for uncertainty, optimize dose recommendations (balance of risk versus benefit for patients) and allows for dose de-escalation as well as dose re-escalation. Recent research has shown that model-based approaches are more reliable in estimating the maximum tolerated dose (MTD) and allocating less patients to ineffective or excessively toxic doses (Jaki et al., 2019 [2]). Because of their higher complexity, model-based designs are still seen critical among clinicians (Le Tourneau et al., 2012 [3]), thus the classical 3+3 design is still widely implemented due to its simplicity and transparency. Conaway et al., 2019 [4] have highlighted that the choice of design in early phase affects the outcome of the drug development process, therefore more attention should be paid to early-stage designs. In this talk we will showcase how we bring Bayesian dose-escalation models closer to non-statisticians by means of R. We will discuss how we plan, implement and communicate the dose-escalation design to the clinicians. Moreover, we show how we present our results to the safety monitoring committee (SMC) and how we support the SMC in dose escalation decisions. We use a simple data example to illustrate the proposed methodology. All will be discussed within the context of using R as primary tool. [1] Iasonos, A. and O'Quigley, J (2014). Adaptive Dose-Finding Studies A Review of Model-Guided Phase I Clinical Trials. Journal of clinical oncology, 2014; 32(23). [2] Jaki, T., Clive, S. and Weir, C.J. (2013). Principles of dose finding studies in cancer a comparison of trial designs. Cancer Chemother Pharmacol 711107-1114. [3] Le Tourneau C, Gan HK, Razak ARA, Paoletti X (2012). Efficiency of New Dose Escalation Designs in Dose-Finding Phase I Trials of Molecularly Targeted Agents. PLoS ONE 7(12) e51039. [4] Conaway, M.R. and Petroni, G.R. (2019). The impact of early phase trial design in the drug development process. Clinical Cancer Research."
"rinpharma_117","2019 Conference","Talk","2019","2019-08-22","Madeleine S. Gastonguay","Metrum Research Group","Prediction of maternal-fetal exposures of CYP450-metabolized drugs using physiologic pharmacokinetic modeling implemented in R and mrgsolve","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Gastonguay-Prediction_of_maternal_fetal_exposures_of_CYP450_metabolized_drugs.pdf","","Physiologically based pharmacokinetic (PBPK) models are used extensively in drug development to address of number of problems. However, most PBPK applications have limited knowledge sharing impact because they are implemented in closed, proprietary software. Much of the physiologic data and knowledge required for these models is publically available or available in the pre-competitive space. To this end, we've engaged in the development of open science PBPK models, using R as the scaffolding for this work. In particular, our group has developed the mrgsolve R package which utilizes Rcpp to compile models of systems of ordinary differential equations. One example is the development of a PBPK model to predict maternal/fetal exposures for drugs that are primarily metabolized by liver CYP450 enzymes throughout pregnancy. This model aims to utilize a quantitative understanding of the physiological and biochemical changes that occur throughout pregnancy to inform clinical pharmacology decisions where clinical trials cannot. The model was validated against the observed data of 5 different drugs midazolam, metoprolol, caffeine, nevirapine, and artemether. A series of local sensitivity analyses followed by parameter optimization further improved model predictions using the mrgsolve and nloptr R packages. The developed maternal-fetal PBPK model in its flexible open-source implementation provides a transparent, platform-independent, and reproducible system for model-informed decision support while developing exposure-based dosing recommendations in maternal/fetal patient populations."
"rinpharma_118","2019 Conference","Talk","2019","2019-08-22","Andy Nicholls","Glaxosmithkline","Making Better Decisions","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Nicholls-Making_Better_Decisions.pdf","","In the early phases of clinical development, the future of a compound depends on more than just the result of hypothesis test on a single endpoint, in a single phase 2 study. We think a lot about how design choices affect immediate outcomes. GSK's Quantitative Decision Making (QDM) framework focusses on the question,""How do we design our study in order to increase the chances that it will deliver data that will allow us to decide whether the drug should continue in development, or stop?"" The QDM Framework has been developed in R and takes advantage of the Biostatistics HPC environment, running thousands of hypothetical scenarios in close to real-time. The initiative is changing the way we plan and deliver clinical trials. Thanks to a Shiny front end, Statisticians are able to walk clinical teams through key trial design decisions in order to estimate the Probability of Success â€“ a key component in the QDM framework. This presentation will cover the core QDM concepts and present the key communication outputs created to support the process."
"rinpharma_119","2019 Conference","Talk","2019","2019-08-22","Jessica Higgins","Nuventra Pharma Sciences","From CDISC to TLFs, using R to support Pharmacokinetic Analyses","","","The data wrangling and manipulation capabilities in R make it perfectly suited for transforming raw clinical database data into structured, submission-ready CDISC datasets. By extensively using the dplyr, tidyr, and other packages in the tidyverse we create datasets that are ready for 1. pharmacokinetic analysis (done in other software), 2. generation of tables, listings, and figures (TLFs) and 3. submission to the FDA. I'll also go over report ready TLF generation in R and how we've had great success in being able to produce beautiful and easy to read TLFs for our analysts and clients by using the ggplot2 and the officer packages."
"rinpharma_121","2019 Conference","Talk","2019","2019-08-22","Paul Schuette","FDA","Simulations, and Complex Innovative Trial Designs","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Schuette-R_Simulations_and_Complex_Innovative_Trial_Designs.pdf","",""
"rinpharma_122","2019 Conference","Talk","2019","2019-08-22","Ellis Hughes","Fred Hutch","Validation Framework for Assay Processing Pipelines","https://thebioengineer.github.io/post/2019-08-24-r-in-pharma/r_pharma_scharp_validation","","In this talk I will discuss the steps that have been created for validating internally generated R packages at SCHARP (Statistical Center for HIV/AIDS Research and Prevention) and the lessons learned while creating packages as a team. Housed within Fred Hutch, SCHARP is an instrumental partner in the research and clinical trials surrounding HIV prevention and vaccine development. Part of SCHARP's work involves analyzing experimental biomarkers and endpoints which change as the experimental question, analysis methods, antigens measured, and assays evolve. Maintaining a validated code base that is rigid in its output format, but flexible enough to cater a variety of inputs with minimal custom coding has proven to be important for reproducibility and scalability. SCHARP has developed several key steps in the creation, validation, and documentation of R packages that take advantage of R's packaging functionality. First, the programming team works with leadership to define specifications and lay out a roadmap of the package at the functional level. Next, statistical programmers work together and approach the task from a software development view. Once the code has been developed, the package is validated according to procedures that comply with 21 CFR part 11, and leverage software development life cycle (SDLC) methodology. Finally, the package is made available for use across the team on live data. These procedures set up a framework for validating assay processing packages that furthers the ability of Fred Hutch to provide world-class support for our clinical trials."
"rinpharma_123","2019 Conference","Talk","2019","2019-08-22","Kelly O'Briant","RStudio","Shiny in Production: Building bridges from data science to IT","","","We know that adopting documentation, testing, and version control mechanisms are important for creating a culture of reproducibility in data science. But once you've embraced some basic development best practices, what comes next? What does it take to feel confident that our data products will make it to production? This talk will cover case studies in how I work with R users at various organizations to bridge the gaps that form between development and production. I'll cover reasons why CI/CD tools can enhance reproducibility for R and data science, showcase practical examples like automated testing and push-based application deployment, and point to simple resources for getting started with these tools in a number of different environments."
"rinpharma_124","2019 Conference","Talk","2019","2019-08-22","Debbie Morreall","University of Utah","Identifying progression-free survival in Veterans with Diffuse Large B-Cell Lymphoma using electronic healthcare records","","","Purpose To establish a gold-standard methodology for accurately extracting progression-free survival (PFS) following Diffuse Large B-Cell Lymphoma (DLBCL) treatment using real-world electronic healthcare record (EHR) data. Results We produced an R Shiny application which can capture, annotate, and transform unstructured EHR data into structured data - specifically, treatment lines, cycles, and response criteria with corresponding dates - ready for analysis of PFS. An annotation schema for capturing real-world data was also developed. Mapping of common phrases used by clinicians in real-world practice to response criteria resulted in a dictionary of these phrases."
"rinpharma_125","2019 Conference","Talk","2019","2019-08-22","Abhik Seal","Abbvie","Democratizing Natural Language Processing with I2E and R Shiny","https://github.com/rinpharma/2019_presentations/blob/master/talks_folder/2019-Seal-Democratizing_NLP_Search_Through_I2E_and_R_Shiny.pptx","","The primary objective of the presentation is to share insights of democratizing powerful natural language processing tool like I2E lingumatics and open source R and Shiny. The talk will focus on how we can leverage I2E python sdk natural language processing toolkit to perform natural language processing and visualize text mining results with R and Shiny. We will present several uses of our R shiny platform called pharmine and its use cases which we developed for minining biomedical data."
"rinpharma_126","2020 Conference","Workshop","2020","2020-10-05","Leon Eyrich Jessen","Technical University of Denmark","Artificial Neural Networks in R with Keras and TensorFlow","https://github.com/leonjessen/RPharma2020","","This workshop is introductory and open to everyone assuming basic R/Data Science skills. Please note, the workshop is very hands-on oriented, so expect to get your fingers dirty! The aim will be an introduction to ANNs in R. ANNs form the basic unit of deep learning and are immensely powerful in predictive modelling, but not without pitfalls. In this workshop, we will be working with conceptually understanding what an ANN is, how we train an ANN and how predictions are subsequently made. We will also touch upon parameters, hyper-parameters and how to handle data all in context of model over-fitting. All of the aforementioned will be done using TensorFlow via Keras for R."
"rinpharma_127","2020 Conference","Workshop","2020","2020-10-05","Mike Stackhouse and Nathan Kosiba","Atorus","Multilingual Markdown with R and Python Using Reticulate","https://github.com/atorus-research/MultilingualMarkdown","https://www.youtube.com/watch?v=fEoZynvUrkc","We will be presenting an overview of the interoperability between Python and R for the R user community at R/Pharma 2020. This workshop will highlight how statistical programmers can leverage the power of both R and Python in their daily processes. Participants will get hands on experience working with some of the best aspects of both R and Python, and how these two languages can work together within R Markdown."
"rinpharma_128","2020 Conference","Workshop","2020","2020-10-06","Stefano Mangiola and Maria Doyle","Walter and Eliza Hall of Medical Research | Peter MacCallum Cancer Center","Tidy Transcriptomics","https://github.com/stemangiola/rpharma2020_tidytranscriptomics/","https://www.youtube.com/watch?v=6HNjZVBArmQ","In this workshop we will present how to perform analysis of RNA sequencing data following the tidy data paradigm. The tidy data paradigm provides a standard way to organise data values within a dataset, where each variable is a column, each observation is a row, and data is manipulated using an easy-to-understand vocabulary. Most importantly, the data structure remains consistent across manipulation and analysis functions. We can achieve this for bulk RNA sequencing data with the tidybulk, tidyHeatmap and tidyverse packages. We will also touch on packages for tidy single-cell transcriptional analyses. These packages are part of the tidytranscriptomics suite that introduces a tidy approach to RNA sequencing data. Recommended pre-requisites- Basic knowledge of RStudio- Some familiarity with tidyverse syntax- Background Reading Introduction to R for Biologists"
"rinpharma_129","2020 Conference","Workshop","2020","2020-10-06","Andy Nicholls and Marly Gotti","Glaxosmithkline | Biogen","Implementing a Risk-based Approach to R Validation","https://pharmar.github.io/rpharma2020/","https://www.youtube.com/watch?v=9AiJSEZAz4g","In this workshop we will walk through an implementation of the R Validation Hub's white paper A Risk-based Approach for Assessing R Package Accuracy within a Validated Infrastructure (https//www.pharmar.org/white-paper/). The workshop will explore two core themes 1. R Packages Risk Assessment2. TestingIn part 1, we will use a small set of pre-selected R packages to see how the R Validation Hub's Risk Assessment Application and the riskmetric R package can be used to create risk assessment reports for an R package.In part 2, we will discuss how testing can be used to reduce the risk for those packages with high risk. In particular, we will discuss the testing philosphy with respect to software validation and demonstrate how the 'testthat' package can be used to perform the necessary steps to test traceability requirements.Prior knowledge of the basic structure of R packages is required for the second part of this workshop."
"rinpharma_130","2020 Conference","Workshop","2020","2020-10-07","Alison Hill and Tom Mock","RStudio","RMarkdown","","","A four-hour workshop that will take you on a tour of how to get from data to manuscript using R Markdown. You'll learn - The basics of Markdown and knitr- How to add tables for different outputs- Workflows for working with data- How to include and style graphics"
"rinpharma_131","2020 Conference","Workshop","2020","2020-10-07","Daniel Lee","Generable","Stan","","","This is a 3-hour workshop on Stan (https//mc-stan.org). The overall goal of the workshop will be to make the best use of time to answer as many Stan-related questions as possible. The level of the workshop will be intermediate to advanced, but anyone is welcome to join. The workshop will be taught by Daniel Lee. Daniel is one of the original Stan developers (started in 2011). He's been involved in the whole stack language, CmdStan, RStan, PyStan, continuous integration, setting up the forums, StanCon, and more. He's had a lot of experience with debugging computational issues, the crossover between statistical models and computational, understanding how all the pieces fit in together, and knowing a lot of different ways to accomplish the same thing in the Stan language.The format of this workshop won't be a straight online lecture. I'm personally tired of Zoom meetings; I don't think the intro course I teach works in this format. Instead, we'll have a blend of an instructor-led example, a masterclass, and an AMA. Please come with questions or ask them as we go along. Here's a rough plan (but we can deviate from this)1. Brief introduction to Stan. Goal understand what Stan is, what the inferences are (and why they're different), and agree on terminology.2. Walkthrough an example (survival or PK/PD model). Show differences between posterior distributions and point estimates. Maybe discuss quality of MCMC sampling.3. One-on-one with a participant. Walk through their problem, attempt at a solution, walk through the different modeling choices we're making, how to structure simulated data, etc.4. One-on-one with another participant.5. Questions / Wrap up."
"rinpharma_132","2020 Conference","Workshop","2020","2020-10-08","Will Landau","Eli Lilly","Targets and Reproducible Pipelines","https://wlandau.github.io/rpharma2020/","","Data science can be slow. A single round of statistical computation can take several minutes, hours, or even days to complete. The targets R package keeps results up to date and reproducible while minimizing the number of expensive tasks that actually run. Targets learns how your pipeline fits together, skips costly runtime for steps that are already up to date, runs the rest with optional implicit parallel computing, abstracts files as R objects, and shows tangible evidence that the output matches the underlying code and data. In other words, the package saves time while increasing our ability to trust the conclusions of the research. Targets surpasses the most burdensome permanent limitations of its predecessor, drake, to achieve greater efficiency and provide a safer, smoother, friendlier user experience. This hands-on workshop teaches targets using a realistic case study. Participants begin with the R implementation of a machine learning project, convert the workflow into a targets-powered pipeline, and efficiently maintain the output as the code and data change. R proficiency intermediate and above required."
"rinpharma_133","2020 Conference","Workshop","2020","2020-10-08","Rich Iannone","RStudio","gt","https://github.com/rich-iannone/gt-workshop-2020","https://www.youtube.com/watch?v=puzMITLVrqE",""
"rinpharma_134","2020 Conference","Workshop","2020","2020-10-09","David Granjon and John Coene","Novartis | World Economic Forum","Unleash Shiny","https://rinterface.com/shiny/talks/RPharma2020/","","In recent years, R users' understanding of Shiny has greatly increased but so have client expectations. While one of Shiny's greatest strengths is that it allows producing web applications solely from R code, meeting client's more delicate expectations will often involve going beyond R code and work with HTML, CSS, and JavaScript. We recognize that R developers tend not to be familiar with the latter as they generally do not have significant background in web development, these may therefore appear daunting at first.This workshop aims to put attendees at ease with inviting those web technologies into their shiny applications so they can exceed client's expectations. The workshop will comprise three parts.Part 1 hones in on the development of a new template on top of Shiny with the {htmltools} package. Workshop attendees will have the opportunity to collaborate with the RinteRface team on the {shinybulma} project (https//github.com/RinteRface/shinybulma).Part 2 delves into bi-directional communication in Shiny how the R server communicates with the front-end and vice versa, how the input/output system works.Part 3 ends the workshop by exposing all the less known functions/methods that are however likely to help you in your Shiny journey!Prerequisites for the workshop- Be proficient with Shiny- Basic knowledge about R6- Be proficient with package development- JavaScript/CSS skills may help but are not mandatory"
"rinpharma_135","2020 Conference","Workshop","2020","2020-10-09","Devin Pastoor and Kyle Baron","Metrum Research Group","A PK & PBPK Modelling Workflow in R: Simulation, Optimization & Visualization","https://github.com/metrumresearchgroup/r-pharma-pkpd-2020","https://www.youtube.com/watch?v=EbDeZ5PgNlQ","After a brief introduction to mrgsolve (https//mrgsolve.github.io), we will discuss concepts and applications for using the package in R to simulate from pharmacokinetic (PK) and physiologically-based PK (PBPK) models, estimate parameters given a model and data, and visualize simulation results with a Shiny app. We will establish a basic framework for running optimization in R and work hands-on examples using different optimizers, including local and global search algorithms. Building on this framework, we will also illustrate related workflows including global and local sensitivity analysis. Finally, we will develop and deploy a Shiny app using Rstudio Connect, allowing interaction with the model and optimization results by non-modeling stakeholders."
"rinpharma_136","2020 Conference","Workshop","2020","2020-10-09","Emil Hvitfeldt","University Southern California","Predictive modeling with text using tidy data principles","https://textmodels4pharma.netlify.app/","","Have you ever encountered text data and suspected there was useful insight latent within it but felt frustrated about how to find that insight? Are you familiar with dplyr and ggplot2, and ready to learn how unstructured text data can be used for prediction within the tidyverse and tidymodels ecosystems? Do you need a flexible framework for handling text data that allows you to engage in tasks from exploratory data analysis to supervised predictive modeling? This tutorial is geared toward an R user with intermediate familiarity with R, RStudio, the basics of regression and classification modeling, and tidyverse packages such as dplyr and ggplot2. This person is comfortable with the main functions from dplyr and ggplot2 and is now ready to learn how to analyze and model text using tidy data principles. This R user has some experience with statistical modeling (such as using lm() and glm()) for prediction and classification and wants to learn how to build models with text."
"rinpharma_138","2020 Conference","Keynote","2020","2020-10-13","Matilde Kam","FDA","Challenges in an Evolving Regulatory Landscape: How Statisticians Can Contribute","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Kam-Challenges_in_an Evolving_Regulatory_Landscape.pdf","https://youtu.be/pX0G6NOz6_M","With recent technological advances and availability of new data sources, we are experiencing exciting changes to the human medical product regulatory landscape. While these new areas have created challenges, they also present opportunities. This presentation will review the various FDA initiatives in Real World Data/Real World Evidence, Complex Innovative Designs, digital health technology, and COVID-19 and highlight the areas for which statisticians play a key strategic role in efficiently addressing current and future medical product development and evaluation challenges. Statisticians need to be effective leaders and communicators in interdisciplinary teams."
"rinpharma_140","2020 Conference","Talk","2020","2020-10-13","Max Kuhn and Simon Couch","RStudio | Reed College","StackEm High! Ensembles Using tidymodels","https://github.com/rinpharma/2020_presentations/tree/main/talks_folder/2020-Kuhn-tidymodels","https://youtu.be/IwnhUyS0n_g",""
"rinpharma_141","2020 Conference","Talk","2020","2020-10-13","Andy Nicholls","Glaxosmithkline","The R Validation Hub: Implementing a Risk-Based Approach to R","https://pharmar.github.io/rpharma2020_pres/","https://youtu.be/CFhXu0amNAw",""
"rinpharma_142","2020 Conference","Talk","2020","2020-10-13","Laure Cougnaud, Michela Pasetto and Arne de Roeck","OpenAnalytics | Galapagos","Interactive medical oversight reporting in R","https://medical-monitoring.openanalytics.io/slides/#1","https://youtu.be/Aeu1_xCUVPQ","Medical oversight during a clinical trial is an extensive and time-consuming process. To safeguard patient safety, medical monitors need to review and explore raw safety data interactively, using standard visualizations as well as specific analyses tailored to the disease and the clinical study. The creation of semi-automated reports in R could facilitate this operation. The reports include interactive visualizations (with the plotly package) and interactive descriptive statistics tables and listings (with the DT package) for safety review of the patients. Template reports (based on Rmarkdown) incorporating standard analyses are integrated within an R package. The reports are set up via YAML configuration files to allow non-R users to customize the report for his/her specific study. Such report is created from datasets in CDISC standard SDTM or ADaM format, and delivered in the form of linked self-contained html pages. The creation of the report documentation (in the R package) and the validation of the input parameters in the config files is automated and provided with the JSON schema format. The medical oversight tool is integrated with functionalities to generate patient profiles, CSR-ready in-text tables, and enables comparison of results between multiple interim data batches delivered in the course of the clinical trial. The tool will be demonstrated on a publicly available dataset."
"rinpharma_143","2020 Conference","Talk","2020","2020-10-13","Daniel Sabanés Bové","Roche / Genentech","Implementing Mixed Models with Repeated Measures (MMRM) in R and Shiny for Regulatory Purposes","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Sabanes_Bove-Implementing_MMRM_in_R.pdf","https://youtu.be/moEksA8gHoY","MMRMs are often used as the primary analysis of continuous endpoints in longitudinal clinical trials (see e.g. Mallinckrod et al, 2008). Essentially, an MMRM is a specific linear mixed effects model that includes (at least) an interaction of treatment arm and categorical visit variables as fixed effects. The covariance structure of the residuals can have different forms, and often an unstructured (i.e. saturated parametrization) covariance matrix is preferred. This structure can be represented by random effects in the mixed model. All of this has typically been implemented in proprietary software, such as SAS, as its PROC MIXED routine is generally seen as a gold standard for mixed models. However, this does not allow the use of interactive web applications to explore the clinical study data in a flexible way. Furthermore, fitting such proprietary software into workflows such as automatic document generation is not convenient. Therefore, we wanted to implement MMRM in R. Several challenges had to be solved, such as finding the right R-packages for this purpose. We finally settled on {lme4} in combination with {lmerTest}, which could match results in SAS up to numerical precision. Convergence of estimates can be an issue and multiple optimization algorithms are therefore tried in parallel to enhance robustness. Extracting the covariance matrix estimate from {lme4} results was solved as well as finding model fit statistics that match SAS results. We use our own {rtables} to produce tables and {ggplot2} for plots. We developed a Shiny module in our internal framework for exploratory web applications. Further validation in the next months will allow us to use the R implementation for regulatory purposes, with greater flexibility and efficiency than before."
